 ,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Howard Beach Resort Kenting,,,,,,,,,,,,,,,,,,
東方渡假酒店,"1,344","13,684",33.47%,"2,706","37,030,098","33,645,655","72,520,699",336,264,24,99,723,,,,,,
Dong Fang Du Jia Jiudian Hotel,,,,,,,,,,,,,,,,,,
知本老爺大酒店,"2,184","44,039",66.29%,"4,080","179,664,201","103,576,082","330,615,289",586,781,494,847,"2,708",,,,,,
Hotel Royal Chihpen Spa,,,,,,,,,,,,,,,,,,
太魯閣晶英酒店,"1,920","36,675",62.80%,"6,613","242,547,551","89,850,783","374,625,052",653,474,343,405,"1,875",,,,,,
"Silks Place Hotel, Taroko",,,,,,,,,,,,,,,,,,
龍谷大飯店,"2,268","25,478",36.93%,"1,592","40,550,873","25,433,170","71,515,020",174,116,97,135,522,,,,,,
Dragon Valley Hotel,,,,,,,,,,,,,,,,,,
阿里山賓館,420,"4,933",38.61%,"5,109","25,204,080",0,"25,204,080",60,0,36,36,132,,,,,,
Alishan House,,,,,,,,,,,,,,,,,,
名都觀光渡假大飯店,"1,188","16,106",44.57%,"1,775","28,588,314","41,657,522","72,811,892",270,387,207,15,879,,,,,,
Beau Max Resort Hotel,,,,,,,,,,,,,,,,,,
阿里山賓館(新館),"1,248","24,606",64.82%,"5,472","134,653,699","61,037,154","205,592,704",468,498,323,66,"1,355",,,,,,
Alishan House,,,,,,,,,,,,,,,,,,
南台灣觀光大飯店(104.10.2-105.10.1暫停營業),945,"17,025",59.39%,"1,216","20,709,694","10,524,386","40,050,930",108,71,90,172,441,,,,,,
South Formosa Hotel,,,,,,,,,,,,,,,,,,
總計,"29,536","583,949",65.02%,"5,197","3,034,978,743","1,572,123,336","5,083,412,995","8,903","10,140","3,998","7,594","30,635",,,,,,
Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
列印日期：,2016/2/19,桃竹苗地區 TauHsiuMiao,,資料期間：,,2015年1月至2015年12月(Data for 2015/1～2015/12),,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
晶悅國際飯店(原桃園大飯店),"4,656","123,038",86.88%,"1,644","202,254,194","65,087,392","278,213,922",877,952,359,180,"2,368",,,,,,
Pleasant Hotels International,,,,,,,,,,,,,,,,,,
尊爵天際大飯店,"3,000","71,172",78.00%,"2,463","175,318,746","97,889,194","286,279,689",561,770,301,179,"1,811",,,,,,
Ｍonarch-Skyline Hotel,,,,,,,,,,,,,,,,,,
南方莊園,"1,332","23,609",58.27%,"4,290","101,277,318","136,208,170","293,133,262",444,931,376,316,"2,067",,,,,,
South Gardens Resort,,,,,,,,,,,,,,,,,,
台北諾富特華航桃園機場飯店,"4,308","116,955",89.24%,"2,589","302,808,605","231,134,112","585,532,855",967,"1,445",692,170,"3,274",,,,,,
Novotel Taipei Taoyuan International Airport,,,,,,,,,,,,,,,,,,
新竹喜來登大飯店,"4,632","115,714",82.13%,"3,688","426,708,024","504,321,761","1,047,357,974","1,446","2,027",242,916,"4,631",,,,,,
Sheraton Hsinchu Hotel,,,,,,,,,,,,,,,,,,
新竹老爺大酒店,"2,496","52,818",69.57%,"2,948","155,692,005","162,283,183","339,267,714",555,"1,170",554,158,"2,437",,,,,,
Hotel Royal Hsinchu,,,,,,,,,,,,,,,,,,
新竹國賓大飯店,"3,084","63,374",67.56%,"3,282","207,978,351","353,026,014","752,199,081","1,309","2,419",440,200,"4,368",,,,,,
The Ambassador Hotel Hsinchu,,,,,,,,,,,,,,,,,,
尊爵大飯店,"2,772","70,244",83.31%,"2,315","162,615,696","213,095,883","403,138,285",497,"1,188",432,306,"2,423",,,,,,
Monarch Plaza Hotel,,,,,,,,,,,,,,,,,,
古華花園飯店,"3,060","80,146",86.11%,"2,681","214,861,417","151,653,322","398,909,033",768,"1,490",123,277,"2,658",,,,,,
Hotel Kuva Chateau,,,,,,,,,,,,,,,,,,
福容大飯店 桃園,"2,184","52,438",78.94%,"2,015","105,653,226","76,644,556","210,181,123",384,564,96,120,"1,164",,,,,,
Fullon Hotel Taoyuan,,,,,,,,,,,,,,,,,,
福容大飯店 林口,"1,776","46,167",85.46%,"2,900","133,901,726","128,629,292","264,712,915",676,982,165,144,"1,967",,,,,,
Fullon Hotel Linkou,,,,,,,,,,,,,,,,,,
